,Entrez gene ID,Ensembl gene ID,Ensembl transcript ID,Transcript type,Predicted SL,Experimental evidences on SLs,Lee2017 Evidence,Shekari2017 Evidence
81,3421,ENSG00000067829,ENST00000619865,NPT,n,,N/A,CM (rep1)
82,3421,ENSG00000067829,ENST00000619865,NPT,l,,N/A,CM (rep1)
83,10588,ENSG00000136371,ENST00000559722,NPT,c,Yes,N/A,N/A
84,10588,ENSG00000136371,ENST00000559722,NPT,m,,N/A,N/A
85,10588,ENSG00000136371,ENST00000559722,NPT,x,,N/A,N/A
86,1312,ENSG00000093010,ENST00000403710,PT (PRINCIPAL:3),r,Yes,N/A,N/A
87,501,ENSG00000164904,ENST00000636743,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
88,501,ENSG00000164904,ENST00000636743,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
89,501,ENSG00000164904,ENST00000636743,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
90,501,ENSG00000164904,ENST00000636743,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
91,501,ENSG00000164904,ENST00000636743,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
92,501,ENSG00000164904,ENST00000636743,NPT,n,,Inner Mitochondrial Membrane,C (rep1)
93,501,ENSG00000164904,ENST00000636743,NPT,n,,Inner Mitochondrial Membrane,C (rep1)
94,501,ENSG00000164904,ENST00000636743,NPT,n,,Inner Mitochondrial Membrane,C (rep1)
95,501,ENSG00000164904,ENST00000636743,NPT,n,,Inner Mitochondrial Membrane,C (rep1)
96,501,ENSG00000164904,ENST00000636743,NPT,n,,Inner Mitochondrial Membrane,C (rep1)
97,501,ENSG00000164904,ENST00000636743,NPT,c,Yes,Inner Mitochondrial Membrane,C (rep1)
98,501,ENSG00000164904,ENST00000636743,NPT,c,Yes,Inner Mitochondrial Membrane,C (rep1)
99,501,ENSG00000164904,ENST00000636743,NPT,c,Yes,Inner Mitochondrial Membrane,C (rep1)
100,501,ENSG00000164904,ENST00000636743,NPT,c,Yes,Inner Mitochondrial Membrane,C (rep1)
101,501,ENSG00000164904,ENST00000636743,NPT,c,Yes,Inner Mitochondrial Membrane,C (rep1)
102,501,ENSG00000164904,ENST00000636743,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
103,501,ENSG00000164904,ENST00000636743,NPT,n,,Inner Mitochondrial Membrane,C (rep1)
104,501,ENSG00000164904,ENST00000636743,NPT,c,Yes,Inner Mitochondrial Membrane,C (rep1)
105,501,ENSG00000164904,ENST00000636743,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
106,501,ENSG00000164904,ENST00000636743,NPT,n,,Inner Mitochondrial Membrane,C (rep1)
107,501,ENSG00000164904,ENST00000636743,NPT,c,Yes,Inner Mitochondrial Membrane,C (rep1)
108,387893,ENSG00000183955,ENST00000437502,NPT,n,Yes,N/A,N/A
109,387893,ENSG00000183955,ENST00000437502,NPT,c,,N/A,N/A
110,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),x,,N/A,N/A
111,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),x,,N/A,N/A
112,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),l,,N/A,N/A
113,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),l,,N/A,N/A
114,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),r,,N/A,N/A
115,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),r,,N/A,N/A
116,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),m,,N/A,N/A
117,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),m,,N/A,N/A
118,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),x,,N/A,N/A
119,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),l,,N/A,N/A
120,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),r,,N/A,N/A
121,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),m,,N/A,N/A
122,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),x,,N/A,N/A
123,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),x,,N/A,N/A
124,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),l,,N/A,N/A
125,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),l,,N/A,N/A
126,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),r,,N/A,N/A
127,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),r,,N/A,N/A
128,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),m,,N/A,N/A
129,8706,ENSG00000169255,ENST00000488170,PT (PRINCIPAL:1),m,,N/A,N/A
130,92483,ENSG00000171989,ENST00000307144,PT (PRINCIPAL:1),m,,N/A,C (rep3)
131,92483,ENSG00000171989,ENST00000307144,PT (PRINCIPAL:1),r,,N/A,C (rep3)
132,92483,ENSG00000171989,ENST00000307144,PT (PRINCIPAL:1),l,,N/A,C (rep3)
133,6120,ENSG00000197713,ENST00000436630,NPT,c,,N/A,N/A
134,6120,ENSG00000197713,ENST00000436630,NPT,n,,N/A,N/A
135,6120,ENSG00000197713,ENST00000436630,NPT,m,,N/A,N/A
136,129607,ENSG00000134326,ENST00000458098,NPT,m,Yes,N/A,N/A
137,129607,ENSG00000134326,ENST00000458098,NPT,m,Yes,N/A,N/A
138,129607,ENSG00000134326,ENST00000458098,NPT,c,,N/A,N/A
139,129607,ENSG00000134326,ENST00000458098,NPT,c,,N/A,N/A
140,2203,ENSG00000165140,ENST00000415431,PT (PRINCIPAL:1),c,,N/A,N/A
141,2203,ENSG00000165140,ENST00000415431,PT (PRINCIPAL:1),n,,N/A,N/A
142,1633,ENSG00000156136,ENST00000286648,PT (PRINCIPAL:1),n,Yes,N/A,N/A
143,1633,ENSG00000156136,ENST00000286648,PT (PRINCIPAL:1),m,,N/A,N/A
144,1633,ENSG00000156136,ENST00000286648,PT (PRINCIPAL:1),c,,N/A,N/A
145,54579,ENSG00000240224,ENST00000373414,PT (PRINCIPAL:1),x,,N/A,N/A
146,54579,ENSG00000240224,ENST00000373414,PT (PRINCIPAL:1),r,,N/A,N/A
147,5332,ENSG00000101333,ENST00000378493,PT (ALTERNATIVE:1),n,,N/A,N/A
148,5332,ENSG00000101333,ENST00000378493,PT (ALTERNATIVE:1),c,,N/A,N/A
149,160287,ENSG00000166800,ENST00000396213,PT (PRINCIPAL:1),c,,N/A,C (rep1)
150,160287,ENSG00000166800,ENST00000396213,PT (PRINCIPAL:1),m,,N/A,C (rep1)
151,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),x,,N/A,N/A
152,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),x,,N/A,N/A
153,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),l,,N/A,N/A
154,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),l,,N/A,N/A
155,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),r,,N/A,N/A
156,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),r,,N/A,N/A
157,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),m,,N/A,N/A
158,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),m,,N/A,N/A
159,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),x,,N/A,N/A
160,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),l,,N/A,N/A
161,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),r,,N/A,N/A
162,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),m,,N/A,N/A
163,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),x,,N/A,N/A
164,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),x,,N/A,N/A
165,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),l,,N/A,N/A
166,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),l,,N/A,N/A
167,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),r,,N/A,N/A
168,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),r,,N/A,N/A
169,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),m,,N/A,N/A
170,8706,ENSG00000169255,ENST00000392779,PT (PRINCIPAL:1),m,,N/A,N/A
171,38,ENSG00000075239,ENST00000265838,PT (PRINCIPAL:1),m,Yes,Inner Mitochondrial Membrane,C (rep3)
172,2539,ENSG00000160211,ENST00000439227,NPT,c,Yes,N/A,C (rep1)
173,2539,ENSG00000160211,ENST00000439227,NPT,n,,N/A,C (rep1)
174,5146,ENSG00000095464,ENST00000371447,PT (PRINCIPAL:1),c,,N/A,N/A
175,5146,ENSG00000095464,ENST00000371447,PT (PRINCIPAL:1),x,,N/A,N/A
176,79178,ENSG00000259431,ENST00000288014,PT (PRINCIPAL:1),c,,N/A,N/A
177,79178,ENSG00000259431,ENST00000288014,PT (PRINCIPAL:1),n,,N/A,N/A
178,3631,ENSG00000040933,ENST00000409540,NPT,m,,N/A,N/A
179,3284,ENSG00000203859,ENST00000543831,PT (PRINCIPAL:1),x,,N/A,N/A
180,3284,ENSG00000203859,ENST00000543831,PT (PRINCIPAL:1),r,,N/A,N/A
181,3284,ENSG00000203859,ENST00000543831,PT (PRINCIPAL:1),x,,N/A,N/A
182,3284,ENSG00000203859,ENST00000543831,PT (PRINCIPAL:1),r,,N/A,N/A
183,3284,ENSG00000203859,ENST00000543831,PT (PRINCIPAL:1),x,,N/A,N/A
184,3284,ENSG00000203859,ENST00000543831,PT (PRINCIPAL:1),r,,N/A,N/A
185,57571,ENSG00000172508,ENST00000445895,PT (PRINCIPAL:1),c,,N/A,N/A
186,57571,ENSG00000172508,ENST00000445895,PT (PRINCIPAL:1),x,,N/A,N/A
187,57571,ENSG00000172508,ENST00000445895,PT (PRINCIPAL:1),n,,N/A,N/A
188,8574,ENSG00000053371,ENST00000235835,PT (PRINCIPAL:1),m,,N/A,N/A
189,8574,ENSG00000053371,ENST00000235835,PT (PRINCIPAL:1),c,Yes,N/A,N/A
190,8574,ENSG00000053371,ENST00000235835,PT (PRINCIPAL:1),n,,N/A,N/A
191,7360,ENSG00000169764,ENST00000491621,NPT,c,,N/A,C (rep1)
192,7360,ENSG00000169764,ENST00000491621,NPT,n,,N/A,C (rep1)
193,1565,ENSG00000100197,ENST00000359033,NPT,r,,N/A,N/A
194,1565,ENSG00000100197,ENST00000359033,NPT,x,,N/A,N/A
195,1565,ENSG00000100197,ENST00000359033,NPT,l,,N/A,N/A
196,132789,ENSG00000163281,ENST00000507917,NPT,c,,N/A,C (rep1)
197,132789,ENSG00000163281,ENST00000507917,NPT,n,,N/A,C (rep1)
198,132789,ENSG00000163281,ENST00000507917,NPT,x,,N/A,C (rep1)
199,10724,ENSG00000198408,ENST00000439817,NPT,c,Yes,N/A,C (rep2)
200,10724,ENSG00000198408,ENST00000439817,NPT,n,,N/A,C (rep2)
201,219,ENSG00000137124,ENST00000377698,PT (PRINCIPAL:1),m,Yes,Inner Mitochondrial Membrane,CM (rep1)
202,219,ENSG00000137124,ENST00000377698,PT (PRINCIPAL:1),c,,Inner Mitochondrial Membrane,CM (rep1)
203,6484,ENSG00000110080,ENST00000449406,NPT,r,,N/A,N/A
204,6484,ENSG00000110080,ENST00000449406,NPT,r,,N/A,N/A
205,6484,ENSG00000110080,ENST00000449406,NPT,x,,N/A,N/A
206,6484,ENSG00000110080,ENST00000449406,NPT,x,,N/A,N/A
207,9162,ENSG00000157680,ENST00000446122,PT (ALTERNATIVE:2),n,,N/A,N/A
208,9162,ENSG00000157680,ENST00000446122,PT (ALTERNATIVE:2),c,,N/A,N/A
209,9162,ENSG00000157680,ENST00000446122,PT (ALTERNATIVE:2),x,,N/A,N/A
210,1638,ENSG00000080166,ENST00000446125,NPT,x,,N/A,N/A
211,1638,ENSG00000080166,ENST00000446125,NPT,c,,N/A,N/A
212,1638,ENSG00000080166,ENST00000446125,NPT,m,,N/A,N/A
213,1638,ENSG00000080166,ENST00000446125,NPT,r,,N/A,N/A
214,1638,ENSG00000080166,ENST00000446125,NPT,x,,N/A,N/A
215,1638,ENSG00000080166,ENST00000446125,NPT,x,,N/A,N/A
216,1638,ENSG00000080166,ENST00000446125,NPT,c,,N/A,N/A
217,1638,ENSG00000080166,ENST00000446125,NPT,c,,N/A,N/A
218,1638,ENSG00000080166,ENST00000446125,NPT,m,,N/A,N/A
219,1638,ENSG00000080166,ENST00000446125,NPT,m,,N/A,N/A
220,1638,ENSG00000080166,ENST00000446125,NPT,r,,N/A,N/A
221,1638,ENSG00000080166,ENST00000446125,NPT,r,,N/A,N/A
222,1635,ENSG00000129187,ENST00000357067,NPT,c,Yes,N/A,N/A
223,1635,ENSG00000129187,ENST00000357067,NPT,m,,N/A,N/A
224,1635,ENSG00000129187,ENST00000357067,NPT,r,,N/A,N/A
225,2739,ENSG00000124767,ENST00000373365,PT (PRINCIPAL:1),c,Yes,N/A,C (rep1)
226,5834,ENSG00000100994,ENST00000428458,NPT,c,Yes,N/A,M (rep3)
227,5834,ENSG00000100994,ENST00000428458,NPT,c,Yes,N/A,M (rep3)
228,5834,ENSG00000100994,ENST00000428458,NPT,n,,N/A,M (rep3)
229,5834,ENSG00000100994,ENST00000428458,NPT,n,,N/A,M (rep3)
230,7173,ENSG00000115705,ENST00000382201,NPT,l,,N/A,N/A
231,7173,ENSG00000115705,ENST00000382201,NPT,l,,N/A,N/A
232,7173,ENSG00000115705,ENST00000382201,NPT,l,,N/A,N/A
233,10905,ENSG00000198162,ENST00000421535,NPT,m,,N/A,N/A
234,10905,ENSG00000198162,ENST00000421535,NPT,c,,N/A,N/A
235,10905,ENSG00000198162,ENST00000421535,NPT,n,,N/A,N/A
236,1103,ENSG00000070748,ENST00000395562,PT (ALTERNATIVE:2),c,,N/A,N/A
237,1103,ENSG00000070748,ENST00000395562,PT (ALTERNATIVE:2),n,,N/A,N/A
238,1103,ENSG00000070748,ENST00000395562,PT (ALTERNATIVE:2),x,,N/A,N/A
239,1103,ENSG00000070748,ENST00000395562,PT (ALTERNATIVE:2),r,,N/A,N/A
240,7378,ENSG00000183696,ENST00000395564,PT (PRINCIPAL:1),c,,N/A,N/A
241,7378,ENSG00000183696,ENST00000395564,PT (PRINCIPAL:1),m,,N/A,N/A
242,7378,ENSG00000183696,ENST00000395564,PT (PRINCIPAL:1),n,,N/A,N/A
243,7378,ENSG00000183696,ENST00000395564,PT (PRINCIPAL:1),r,,N/A,N/A
244,7378,ENSG00000183696,ENST00000395564,PT (PRINCIPAL:1),x,,N/A,N/A
245,7378,ENSG00000183696,ENST00000395564,PT (PRINCIPAL:1),g,,N/A,N/A
246,10007,ENSG00000113552,ENST00000311337,PT (PRINCIPAL:1),c,,N/A,C (rep1)
247,10007,ENSG00000113552,ENST00000311337,PT (PRINCIPAL:1),n,,N/A,C (rep1)
248,7167,ENSG00000111669,ENST00000495834,NPT,c,,N/A,C (rep1)
249,7167,ENSG00000111669,ENST00000495834,NPT,m,,N/A,C (rep1)
250,3420,ENSG00000101365,ENST00000474315,PT (ALTERNATIVE:1),m,Yes,Inner Mitochondrial Membrane,CM (rep1)
251,51268,ENSG00000179761,ENST00000323372,PT (PRINCIPAL:1),m,,N/A,H (rep2)
252,51268,ENSG00000179761,ENST00000323372,PT (PRINCIPAL:1),c,,N/A,H (rep2)
253,51268,ENSG00000179761,ENST00000323372,PT (PRINCIPAL:1),m,,N/A,H (rep2)
254,51268,ENSG00000179761,ENST00000323372,PT (PRINCIPAL:1),c,,N/A,H (rep2)
255,3032,ENSG00000138029,ENST00000537713,NPT,n,,Inner Mitochondrial Membrane,CM (rep1)
256,3032,ENSG00000138029,ENST00000537713,NPT,m,Yes,Inner Mitochondrial Membrane,CM (rep1)
257,5264,ENSG00000107537,ENST00000479604,NPT,m,,N/A,N/A
258,5264,ENSG00000107537,ENST00000479604,NPT,c,,N/A,N/A
259,5264,ENSG00000107537,ENST00000479604,NPT,x,,N/A,N/A
260,126129,ENSG00000169169,ENST00000392518,PT (PRINCIPAL:3),c,,N/A,M (rep2)
261,126129,ENSG00000169169,ENST00000392518,PT (PRINCIPAL:3),n,,N/A,M (rep2)
262,126129,ENSG00000169169,ENST00000392518,PT (PRINCIPAL:3),x,,N/A,M (rep2)
263,126129,ENSG00000169169,ENST00000392518,PT (PRINCIPAL:3),r,,N/A,M (rep2)
264,91703,ENSG00000132744,ENST00000255082,PT (PRINCIPAL:1),n,,N/A,N/A
265,91703,ENSG00000132744,ENST00000255082,PT (PRINCIPAL:1),c,,N/A,N/A
266,91703,ENSG00000132744,ENST00000255082,PT (PRINCIPAL:1),m,,N/A,N/A
267,6472,ENSG00000182199,ENST00000557487,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
268,6472,ENSG00000182199,ENST00000557487,NPT,c,,Inner Mitochondrial Membrane,C (rep1)
269,114,ENSG00000155897,ENST00000522949,NPT,c,,N/A,N/A
270,114,ENSG00000155897,ENST00000522949,NPT,n,,N/A,N/A
271,51292,ENSG00000100938,ENST00000559910,NPT,c,,N/A,N/A
272,51292,ENSG00000100938,ENST00000559910,NPT,n,,N/A,N/A
273,51292,ENSG00000100938,ENST00000559910,NPT,m,,N/A,N/A
274,51292,ENSG00000100938,ENST00000559910,NPT,r,,N/A,N/A
275,51292,ENSG00000100938,ENST00000559910,NPT,g,,N/A,N/A
276,247,ENSG00000179593,ENST00000380183,PT (PRINCIPAL:1),n,,N/A,N/A
277,247,ENSG00000179593,ENST00000380183,PT (PRINCIPAL:1),c,Yes,N/A,N/A
278,6487,ENSG00000126091,ENST00000262915,NPT,l,,N/A,N/A
279,6487,ENSG00000126091,ENST00000262915,NPT,l,,N/A,N/A
280,6487,ENSG00000126091,ENST00000262915,NPT,l,,N/A,N/A
281,1610,ENSG00000110887,ENST00000551281,NPT,x,,N/A,N/A
282,1610,ENSG00000110887,ENST00000551281,NPT,r,,N/A,N/A
283,1610,ENSG00000110887,ENST00000551281,NPT,l,,N/A,N/A
284,2181,ENSG00000123983,ENST00000392066,PT (PRINCIPAL:1),c,,N/A,CM (rep3)
285,2181,ENSG00000123983,ENST00000392066,PT (PRINCIPAL:1),g,,N/A,CM (rep3)
286,2181,ENSG00000123983,ENST00000392066,PT (PRINCIPAL:1),x,,N/A,CM (rep3)
287,2181,ENSG00000123983,ENST00000392066,PT (PRINCIPAL:1),l,,N/A,CM (rep3)
288,5130,ENSG00000161217,ENST00000431016,PT (PRINCIPAL:1),n,Yes,N/A,N/A
289,953,ENSG00000138185,ENST00000371207,NPT,x,,N/A,N/A
290,953,ENSG00000138185,ENST00000371207,NPT,x,,N/A,N/A
291,953,ENSG00000138185,ENST00000371207,NPT,x,,N/A,N/A
292,953,ENSG00000138185,ENST00000371207,NPT,x,,N/A,N/A
293,3620,ENSG00000131203,ENST00000522495,PT (PRINCIPAL:1),c,,N/A,N/A
294,3620,ENSG00000131203,ENST00000522495,PT (PRINCIPAL:1),c,,N/A,N/A
295,3620,ENSG00000131203,ENST00000522495,PT (PRINCIPAL:1),n,,N/A,N/A
296,3620,ENSG00000131203,ENST00000522495,PT (PRINCIPAL:1),n,,N/A,N/A
297,3620,ENSG00000131203,ENST00000522495,PT (PRINCIPAL:1),x,,N/A,N/A
298,3620,ENSG00000131203,ENST00000522495,PT (PRINCIPAL:1),x,,N/A,N/A
299,1650,ENSG00000244038,ENST00000464364,NPT,x,,N/A,CM (rep1)
300,1650,ENSG00000244038,ENST00000464364,NPT,r,Yes,N/A,CM (rep1)
